time	accel_ms2
8.38	-0.049661949
8.385	-0.048531651
8.39	-0.0467636
8.395	-0.047143167
8.4	-0.048790371
8.405	-0.048042815
8.41	-0.041248527
8.415	-0.027027072
8.42	-0.0066265
8.425	0.017009567
8.43	0.040170448
8.435	0.058933122
8.44	0.06969647
8.445	0.070027638
8.45	0.059856204
8.455	0.042023238
8.46	0.021318001
8.465	0.002335456
8.47	-0.012381785
8.475	-0.022679784
8.48	-0.02983939
8.485	-0.035096734
8.49	-0.038772923
8.495	-0.040852124
8.5	-0.042102062
8.505	-0.044151349
8.51	-0.048214155
8.515	-0.05353033
8.52	-0.057023803
8.525	-0.054771087
8.53	-0.044154534
8.535	-0.025285498
8.54	-0.001314821
8.545	0.022662615
8.55	0.041813574
8.555	0.05323994
8.56	0.056268675
8.565	0.051823991
8.57	0.041829163
8.575	0.029075334
8.58	0.016968453
8.585	0.008481842
8.59	0.004663823
8.595	0.004073747
8.6	0.003835044
8.605	0.001548784
8.61	-0.003161204
8.615	-0.008409934
8.62	-0.011274317
8.625	-0.009791733
8.63	-0.004617379
8.635	0.001052856
8.64	0.003545608
8.645	0.00119597
8.65	-0.004577364
8.655	-0.01028603
8.66	-0.012798373
8.665	-0.011386876
8.67	-0.007827299
8.675	-0.004532774
8.68	-0.002244955
8.685	0.000505285
8.69	0.005635763
8.695	0.013526448
8.7	0.022664161
8.705	0.030745471
8.71	0.036060152
8.715	0.038139626
8.72	0.037430705
8.725	0.034352237
8.73	0.028357036
8.735	0.018047507
8.74	0.002668606
8.745	-0.016135426
8.75	-0.034080443
8.755	-0.045997646
8.76	-0.048446898
8.765	-0.041258851
8.77	-0.026731061
8.775	-0.007690352
8.78	0.013250771
8.785	0.032829939
8.79	0.046390912
8.795	0.049020375
8.8	0.038285775
8.805	0.016759659
8.81	-0.00792762
8.815	-0.026458687
8.82	-0.032756879
8.825	-0.026859912
8.83	-0.014006362
8.835	-0.001285525
8.84	0.005827211
8.845	0.005337334
8.85	-0.001569468
8.855	-0.012005374
8.86	-0.022637793
8.865	-0.030112835
8.87	-0.031351084
8.875	-0.024470952
8.88	-0.009607425
8.885	0.010943834
8.89	0.032910578
8.895	0.050605431
8.9	0.058470497
8.905	0.053202704
8.91	0.03562115
8.915	0.011307506
8.92	-0.011048204
8.925	-0.023094756
8.93	-0.020506431
8.935	-0.005141675
8.94	0.015401857
8.945	0.030723403
8.95	0.031829891
8.955	0.014899124
8.96	-0.0169505
8.965	-0.054480035
8.97	-0.085432592
8.975	-0.099035415
8.98	-0.090060369
8.985	-0.060468605
8.99	-0.018171944
8.995	0.026241515
9	0.063262862
9.005	0.087079081
9.01	0.096140965
9.015	0.091897759
9.02	0.077343607
9.025	0.056034905
9.03	0.03128464
9.035	0.006229001
9.04	-0.015331625
9.045	-0.028659994
9.05	-0.029581272
9.055	-0.017483574
9.06	0.002736226
9.065	0.021918094
9.07	0.030690749
9.075	0.023889968
9.08	0.002980327
9.085	-0.024489705
9.09	-0.048027539
9.095	-0.058656765
9.1	-0.05266339
9.105	-0.032714702
9.11	-0.006053161
9.115	0.018972667
9.12	0.036274957
9.125	0.043680375
9.13	0.042399741
9.135	0.035268906
9.14	0.024773091
9.145	0.011642699
9.15	-0.005165896
9.155	-0.026722229
9.16	-0.051495597
9.165	-0.074469268
9.17	-0.089500266
9.175	-0.09286348
9.18	-0.085252948
9.185	-0.071526802
9.19	-0.058513169
9.195	-0.051559897
9.2	-0.051669418
9.205	-0.054880656
9.21	-0.053887716
9.215	-0.041235964
9.22	-0.013225582
9.225	0.027239251
9.23	0.071114825
9.235	0.10755656
9.24	0.12918074
9.245	0.13452658
9.25	0.12702702
9.255	0.11221562
9.26	0.094961021
9.265	0.077585298
9.27	0.059521152
9.275	0.038522996
9.28	0.012722206
9.285	-0.017361384
9.29	-0.048299757
9.295	-0.07524951
9.3	-0.094268682
9.305	-0.10355861
9.31	-0.10314809
9.315	-0.094182527
9.32	-0.078363489
9.325	-0.057520945
9.33	-0.03406054
9.335	-0.011915044
9.34	0.004106411
9.345	0.011182227
9.35	0.010918296
9.355	0.008424106
9.36	0.008374583
9.365	0.011396519
9.37	0.013986713
9.375	0.01158429
9.38	0.002133802
9.385	-0.01201118
9.39	-0.024836436
9.395	-0.029542734
9.4	-0.021944206
9.405	-0.002740966
9.41	0.022537618
9.415	0.045958694
9.42	0.060777396
9.425	0.06443295
9.43	0.059201249
9.435	0.049890646
9.44	0.040614757
9.445	0.032895153
9.45	0.025744472
9.455	0.01738274
9.46	0.006841917
9.465	-0.005822122
9.47	-0.019987306
9.475	-0.034725334
9.48	-0.048667497
9.485	-0.059707463
9.49	-0.065399456
9.495	-0.064176818
9.5	-0.056046477
9.505	-0.042092669
9.51	-0.023834471
9.515	-0.003259822
9.52	0.016828835
9.525	0.032847582
9.53	0.041282571
9.535	0.040094151
9.54	0.029709822
9.545	0.012881171
9.55	-0.006234419
9.555	-0.022962026
9.56	-0.033047771
9.565	-0.033795155
9.57	-0.02502313
9.575	-0.009498959
9.58	0.007392582
9.585	0.019159377
9.59	0.021003333
9.595	0.012514869
9.6	-0.001780533
9.605	-0.014576626
9.61	-0.019357887
9.615	-0.013437671
9.62	0.000947751
9.625	0.017923945
9.63	0.030688771
9.635	0.034323189
9.64	0.027879622
9.645	0.014877323
9.65	0.001702479
9.655	-0.005602162
9.66	-0.004214627
9.665	0.004621884
9.67	0.016720384
9.675	0.027188582
9.68	0.032826151
9.685	0.033446497
9.69	0.031187023
9.695	0.028495403
9.7	0.026527169
9.705	0.024893834
9.71	0.022314422
9.715	0.017734866
9.72	0.011266252
9.725	0.003997357
9.73	-0.003109544
9.735	-0.009941148
9.74	-0.017139443
9.745	-0.025594141
9.75	-0.03571225
9.755	-0.046375909
9.76	-0.054492301
9.765	-0.056137707
9.77	-0.048991466
9.775	-0.034284807
9.78	-0.016388417
9.785	-0.00020501
9.79	0.011640089
9.795	0.019767877
9.8	0.026543948
9.805	0.033564593
9.81	0.040310574
9.815	0.044620385
9.82	0.044125883
9.825	0.037688705
9.83	0.026403484
9.835	0.013590994
9.84	0.003460649
9.845	-0.000827712
9.85	0.001197747
9.855	0.006935517
9.86	0.012335617
9.865	0.014522832
9.87	0.013183975
9.875	0.010020189
9.88	0.007156316
9.885	0.005829124
9.89	0.006229313
9.895	0.007747124
9.9	0.00864631
9.905	0.006027126
9.91	-0.00276356
9.915	-0.017677416
9.92	-0.034543904
9.925	-0.046588917
9.93	-0.048312239
9.935	-0.039007348
9.94	-0.023276735
9.945	-0.008182807
9.95	0.00068169
9.955	0.001349202
9.96	-0.004598263
9.965	-0.01329016
9.97	-0.020459043
9.975	-0.023182309
9.98	-0.020517692
9.985	-0.012884165
9.99	-0.00123932
9.995	0.013042373
10	0.028094954
10.005	0.041769552
10.01	0.051709284
10.015	0.05542778
10.02	0.051106565
10.025	0.038451386
10.03	0.019022104
10.035	-0.003602984
10.04	-0.024162444
10.045	-0.037136836
10.05	-0.039377456
10.055	-0.032222476
10.06	-0.021028445
10.065	-0.01218584
10.07	-0.009708154
10.075	-0.013504941
10.08	-0.019932959
10.085	-0.024149133
10.09	-0.022701764
10.095	-0.01489454
10.1	-0.002638708
10.105	0.010826653
10.11	0.022679958
10.115	0.031818083
10.12	0.038826528
10.125	0.044721638
10.13	0.049666634
10.135	0.052845374
10.14	0.053243134
10.145	0.050336372
10.15	0.044298959
10.155	0.035696512
10.16	0.024873345
10.165	0.011688089
10.17	-0.004036407
10.175	-0.021813178
10.18	-0.040174425
10.185	-0.056824454
10.19	-0.069352161
10.195	-0.076335443
10.2	-0.077790042
10.205	-0.074815225
10.21	-0.069042344
10.215	-0.062026629
10.22	-0.054693101
10.225	-0.046890343
10.23	-0.037467057
10.235	-0.025327062
10.24	-0.010837641
10.245	0.003687564
10.25	0.014857899
10.255	0.02003658
10.26	0.019044543
10.265	0.014509043
10.27	0.010285625
10.275	0.009116997
10.28	0.011375604
10.285	0.015232995
10.29	0.017892475
10.295	0.017189124
10.3	0.013024932
10.305	0.007858687
10.31	0.005382828
10.315	0.008181735
10.32	0.016079328
10.325	0.026164048
10.33	0.034389418
10.335	0.037394829
10.34	0.033274465
10.345	0.021739927
10.35	0.004378174
10.355	-0.015381207
10.36	-0.033136125
10.365	-0.045044243
10.37	-0.049243675
10.375	-0.046142488
10.38	-0.037541867
10.385	-0.025902411
10.39	-0.013995578
10.395	-0.004267494
10.4	0.001925794
10.405	0.004798417
10.41	0.005972222
10.415	0.007539374
10.42	0.010947094
10.425	0.016484317
10.43	0.02345836
10.435	0.030613312
10.44	0.036603628
10.445	0.04025081
10.45	0.04054558
10.455	0.036798963
10.46	0.029155803
10.465	0.019118255
10.47	0.008973102
10.475	0.000398423
10.48	-0.006153959
10.485	-0.010998505
10.49	-0.0146378
10.495	-0.017318352
10.5	-0.018537034
10.505	-0.017032775
10.51	-0.0117699
10.515	-0.00310834
10.52	0.007191262
10.525	0.016743112
10.53	0.023028808
10.535	0.02393547
10.54	0.018651459
10.545	0.008335064
10.55	-0.00416439
10.555	-0.015518489
10.56	-0.023108582
10.565	-0.025677047
10.57	-0.023511554
10.575	-0.018222618
10.58	-0.012131905
10.585	-0.007119556
10.59	-0.003522322
10.595	-0.000395523
10.6	0.003065761
10.605	0.00648828
10.61	0.00851494
10.615	0.007759173
10.62	0.003583811
10.625	-0.003831002
10.63	-0.013724223
10.635	-0.024878416
10.64	-0.035508054
10.645	-0.043129723
10.65	-0.044923834
10.655	-0.03875356
10.66	-0.024402685
10.665	-0.0041919
10.67	0.017671882
10.675	0.036581642
10.68	0.048807978
10.685	0.052096187
10.69	0.046223872
10.695	0.033325462
10.7	0.017062871
10.705	0.001236327
10.71	-0.01120723
10.715	-0.018576345
10.72	-0.020490962
10.725	-0.017742636
10.73	-0.012087142
10.735	-0.0058815
10.74	-0.001554509
10.745	-0.000822476
10.75	-0.00376347
10.755	-0.008376809
10.76	-0.011366252
10.765	-0.009932892
10.77	-0.003497728
10.775	0.006073691
10.78	0.016046396
10.785	0.024589768
10.79	0.03118236
10.795	0.035904781
10.8	0.038431744
10.805	0.037405143
10.81	0.030947999
10.815	0.01796033
10.82	-0.001134315
10.825	-0.024365342
10.83	-0.048202056
10.835	-0.067933455
10.84	-0.07904803
10.845	-0.07863477
10.85	-0.066252686
10.855	-0.044428381
10.86	-0.017958316
10.865	0.008141531
10.87	0.030458878
10.875	0.047312254
10.88	0.057690979
10.885	0.060853289
10.89	0.056897113
10.895	0.047163598
10.9	0.034118457
10.905	0.020820167
10.91	0.009905317
10.915	0.002874038
10.92	0.000165311
10.925	0.001286363
10.93	0.004871949
10.935	0.009031009
10.94	0.011769407
10.945	0.011586145
10.95	0.008233632
10.955	0.002886785
10.96	-0.002454889
10.965	-0.005774215
10.97	-0.005738353
10.975	-0.002127738
10.98	0.003970008
10.985	0.010344487
10.99	0.014486078
10.995	0.014843773
11	0.01161109
11.005	0.006094073
11.01	-0.000329408
11.015	-0.006342797
11.02	-0.010528805
11.025	-0.011976222
11.03	-0.011150716
11.035	-0.009753419
11.04	-0.009330169
11.045	-0.009848553
11.05	-0.009816177
11.055	-0.007747497
11.06	-0.003262376
11.065	0.002890002
11.07	0.00930118
11.075	0.014463928
11.08	0.017407582
11.085	0.018353852
11.09	0.018609515
11.095	0.019406935
11.1	0.020902883
11.105	0.022033759
11.11	0.021054871
11.115	0.016608943
11.12	0.008479987
11.125	-0.002459823
11.13	-0.0146007
11.135	-0.026086383
11.14	-0.035383819
11.145	-0.041316235
11.15	-0.042994254
11.155	-0.040127497
11.16	-0.033355004
11.165	-0.024155002
11.17	-0.014218717
11.175	-0.004732088
11.18	0.003912524
11.185	0.011823614
11.19	0.018956556
11.195	0.024724126
11.2	0.028172912
11.205	0.028216828
11.21	0.024091962
11.215	0.01635472
11.22	0.007350853
11.225	-1.43e-05
11.23	-0.004189873
11.235	-0.0058224
11.24	-0.006974305
11.245	-0.009598698
11.25	-0.014449701
11.255	-0.020749807
11.26	-0.026398412
11.265	-0.029022659
11.27	-0.027523544
11.275	-0.022581084
11.28	-0.015901918
11.285	-0.009309027
11.29	-0.004184741
11.295	-0.001103475
11.3	0.000538894
11.305	0.002255087
11.31	0.005283324
11.315	0.009503293
11.32	0.013461612
11.325	0.015603122
11.33	0.015340767
11.335	0.013149802
11.34	0.010008438
11.345	0.006656387
11.35	0.003276075
11.355	5.44e-05
11.36	-0.002072185
11.365	-0.001756636
11.37	0.001292937
11.375	0.005272
11.38	0.007054969
11.385	0.004490536
11.39	-0.001877261
11.395	-0.009327222
11.4	-0.014931826
11.405	-0.017116988
11.41	-0.015953344
11.415	-0.012702987
11.42	-0.0090245
11.425	-0.006081034
11.43	-0.004229674
11.435	-0.003151437
11.44	-0.002206333
11.445	-0.000834939
11.45	0.001258705
11.455	0.003905906
11.46	0.006139385
11.465	0.006339531
11.47	0.00295852
11.475	-0.004516919
11.48	-0.014902083
11.485	-0.025552604
11.49	-0.033506115
11.495	-0.036961027
11.5	-0.035959893
11.505	-0.031659237
11.51	-0.025323447
11.515	-0.017937222
11.52	-0.01022189
11.525	-0.002605307
11.53	0.004917687
11.535	0.012511376
11.54	0.019935477
11.545	0.026114823
11.55	0.029379224
11.555	0.028769028
11.56	0.025349618
11.565	0.021895816
11.57	0.020972383
11.575	0.023260359
11.58	0.027394212
11.585	0.030784981
11.59	0.030829463
11.595	0.026074574
11.6	0.016557479
11.605	0.003297205
11.61	-0.012206734
11.615	-0.028064215
11.62	-0.041946456
11.625	-0.051318395
11.63	-0.054199439
11.635	-0.049966622
11.64	-0.039645223
11.645	-0.025490528
11.65	-0.009879242
11.655	0.005462251
11.66	0.019005903
11.665	0.028847425
11.67	0.033146569
11.675	0.031281771
11.68	0.024492975
11.685	0.015415945
11.69	0.006844705
11.695	0.000573102
11.7	-0.002991735
11.705	-0.00454515
11.71	-0.005384679
11.715	-0.006697625
11.72	-0.008820589
11.725	-0.011052341
11.73	-0.012393412
11.735	-0.012648778
11.74	-0.012638906
11.745	-0.013209755
11.75	-0.01418978
11.755	-0.014444957
11.76	-0.012645353
11.765	-0.007918578
11.77	-4.52e-05
11.775	0.010579158
11.78	0.022633178
11.785	0.033558225
11.79	0.040218259
11.795	0.040334839
11.8	0.033709941
11.805	0.022381211
11.81	0.009668177
11.815	-0.00115733
11.82	-0.007764894
11.825	-0.009053682
11.83	-0.005463537
11.835	0.000986536
11.84	0.007624449
11.845	0.012289709
11.85	0.013578143
11.855	0.010503912
11.86	0.002817091
11.865	-0.008348862
11.87	-0.020592522
11.875	-0.031301339
11.88	-0.038805884
11.885	-0.042510408
11.89	-0.042201145
11.895	-0.037677216
11.9	-0.029272037
11.905	-0.018697584
11.91	-0.008607607
11.915	-0.000823504
11.92	0.004912697
11.925	0.010346385
11.93	0.016797441
11.935	0.023934977
11.94	0.030536272
11.945	0.036015608
11.95	0.040697999
11.955	0.044899822
11.96	0.048053892
11.965	0.048555009
11.97	0.044424743
11.975	0.034555096
11.98	0.019955766
11.985	0.003930708
11.99	-0.009083123
11.995	-0.015599478
12	-0.015156704
12.005	-0.010864565
12.01	-0.007475949
12.015	-0.008425002
12.02	-0.01408372
12.025	-0.02202762
12.03	-0.028696941
12.035	-0.031141614
12.04	-0.028087011
12.045	-0.020240559
12.05	-0.009758571
12.055	0.000935996
12.06	0.010428452
12.065	0.018587638
12.07	0.025512849
12.075	0.030350009
12.08	0.031497289
12.085	0.028100042
12.09	0.021369344
12.095	0.014449784
12.1	0.010606639
12.105	0.010981539
12.11	0.013838396
12.115	0.016000056
12.12	0.015174695
12.125	0.011358877
12.13	0.006421086
12.135	0.00251336
12.14	0.000505946
12.145	-0.00053515
12.15	-0.002403126
12.155	-0.00598141
12.16	-0.010474012
12.165	-0.014394382
12.17	-0.016926447
12.175	-0.018187123
12.18	-0.018562309
12.185	-0.01821427
12.19	-0.017343278
12.195	-0.01654755
12.2	-0.01639491
12.205	-0.016672906
12.21	-0.016140909
12.215	-0.01306421
12.22	-0.006285837
12.225	0.00387629
12.23	0.015553187
12.235	0.026070947
12.24	0.033135882
12.245	0.035693681
12.25	0.033826054
12.255	0.028336342
12.26	0.020777254
12.265	0.013445272
12.27	0.008509422
12.275	0.006611898
12.28	0.006296369
12.285	0.005109589
12.29	0.001397383
12.295	-0.004815231
12.3	-0.012145889
12.305	-0.018838271
12.31	-0.02356022
12.315	-0.025656839
12.32	-0.02517676
12.325	-0.022740898
12.33	-0.019256546
12.335	-0.015514153
12.34	-0.011904823
12.345	-0.008619984
12.35	-0.005968326
12.355	-0.004407822
12.36	-0.004492824
12.365	-0.006671266
12.37	-0.010734385
12.375	-0.015311151
12.38	-0.018241295
12.385	-0.017950516
12.39	-0.014527015
12.395	-0.009478797
12.4	-0.004741485
12.405	-0.001840914
12.41	-0.001586277
12.415	-0.003912248
12.42	-0.007808008
12.425	-0.011806438
12.43	-0.014790922
12.435	-0.016471446
12.44	-0.017042863
12.445	-0.016397958
12.45	-0.013762005
12.455	-0.008170773
12.46	0.000560843
12.465	0.011086615
12.47	0.020666086
12.475	0.026440384
12.48	0.026916953
12.485	0.022790319
12.49	0.016719941
12.495	0.011834033
12.5	0.009895161
12.505	0.010408219
12.51	0.011223228
12.515	0.010297095
12.52	0.007147977
12.525	0.002889119
12.53	-0.000843287
12.535	-0.002979145
12.54	-0.003433435
12.545	-0.002988846
12.55	-0.003144226
12.555	-0.005535106
12.56	-0.01069791
12.565	-0.017295863
12.57	-0.022793092
12.575	-0.024895455
12.58	-0.022819911
12.585	-0.017752043
12.59	-0.012251038
12.595	-0.008937547
12.6	-0.009111179
12.605	-0.011949297
12.61	-0.014994762
12.615	-0.015677799
12.62	-0.012692813
12.625	-0.006558726
12.63	0.000779584
12.635	0.007091052
12.64	0.010942609
12.645	0.012195951
12.65	0.011908255
12.655	0.011506757
12.66	0.011573577
12.665	0.01137476
12.67	0.009791988
12.675	0.006591232
12.68	0.002711615
12.685	-0.000476117
12.69	-0.002035573
12.695	-0.00170491
12.7	0.000472775
12.705	0.004491281
12.71	0.010432365
12.715	0.018041157
12.72	0.026007241
12.725	0.031743164
12.73	0.032500296
12.735	0.027279965
12.74	0.017657982
12.745	0.006705272
12.75	-0.00263484
12.755	-0.00875803
12.76	-0.012122257
12.765	-0.014683564
12.77	-0.01818591
12.775	-0.022860814
12.78	-0.027342044
12.785	-0.029593604
12.79	-0.028158756
12.795	-0.022979111
12.8	-0.015331289
12.805	-0.00714162
12.81	-3.14e-05
12.815	0.005359749
12.82	0.009155909
12.825	0.011376056
12.83	0.011612003
12.835	0.009748521
12.84	0.006708194
12.845	0.004222546
12.85	0.003788526
12.855	0.005812979
12.86	0.00950254
12.865	0.013441035
12.87	0.016371237
12.875	0.017568135
12.88	0.01690266
12.885	0.01474921
12.89	0.011694885
12.895	0.008513987
12.9	0.006302264
12.905	0.00601379
12.91	0.007468502
12.915	0.009042232
12.92	0.00876207
12.925	0.005975898
12.93	0.00190006
12.935	-0.001416294
12.94	-0.002646335
12.945	-0.002013107
12.95	-0.000656906
12.955	0.00064473
12.96	0.001814455
12.965	0.002914513
12.97	0.003786911
12.975	0.003998673
12.98	0.00287042
12.985	-0.000302415
12.99	-0.005758966
12.995	-0.012550429
13	-0.018230648
13.005	-0.01986316
13.01	-0.015771385
13.015	-0.006748953
13.02	0.004200304
13.025	0.013338489
13.03	0.018002118
13.035	0.017919276
13.04	0.015134826
13.045	0.012227723
13.05	0.010369253
13.055	0.009153906
13.06	0.007623867
13.065	0.004968828
13.07	0.000668257
13.075	-0.005216582
13.08	-0.011684062
13.085	-0.017025555
13.09	-0.019817453
13.095	-0.019980783
13.1	-0.018826909
13.105	-0.018070023
13.11	-0.018444719
13.115	-0.019107022
13.12	-0.018421126
13.125	-0.015292604
13.13	-0.009881467
13.135	-0.003497762
13.14	0.002314748
13.145	0.006959011
13.15	0.010970396
13.155	0.015279233
13.16	0.020405601
13.165	0.025951294
13.17	0.030560057
13.175	0.032395288
13.18	0.030052267
13.185	0.023371071
13.19	0.013620458
13.195	0.002961376
13.2	-0.006412942
13.205	-0.013056874
13.21	-0.01675785
13.215	-0.018461482
13.22	-0.019595187
13.225	-0.021298427
13.23	-0.023805589
13.235	-0.026063082
13.24	-0.026115382
13.245	-0.022157831
13.25	-0.013710915
13.255	-0.002222874
13.26	0.009465563
13.265	0.018331386
13.27	0.022321421
13.275	0.021205892
13.28	0.016562916
13.285	0.010810971
13.29	0.006003579
13.295	0.00309287
13.3	0.001838504
13.305	0.001298293
13.31	0.00044861
13.315	-0.00151949
13.32	-0.004948912
13.325	-0.009277376
13.33	-0.013058437
13.335	-0.014711687
13.34	-0.01354654
13.345	-0.010203056
13.35	-0.006153804
13.355	-0.002819935
13.36	-0.0010767
13.365	-0.001094509
13.37	-0.002322922
13.375	-0.003742687
13.38	-0.004334922
13.385	-0.003760446
13.39	-0.002613194
13.395	-0.001813318
13.4	-0.001800193
13.405	-0.002328088
13.41	-0.002834511
13.415	-0.003036581
13.42	-0.003030564
13.425	-0.002958412
13.43	-0.002877188
13.435	-0.002563199
13.44	-0.001391086
13.445	0.001168358
13.45	0.004776855
13.455	0.007986622
13.46	0.009219808
13.465	0.008066951
13.47	0.005379065
13.475	0.002342191
13.48	-0.000150708
13.485	-0.001494201
13.49	-0.001390949
13.495	-8.61e-05
13.5	0.001568503
13.505	0.002430737
13.51	0.001906789
13.515	0.00062819
13.52	0.000187303
13.525	0.001927874
13.53	0.005750155
13.535	0.01007098
13.54	0.012853751
13.545	0.012898528
13.55	0.010492602
13.555	0.007116357
13.56	0.004424947
13.565	0.003164825
13.57	0.002922138
13.575	0.002767327
13.58	0.002136338
13.585	0.001284058
13.59	0.000968921
13.595	0.001547243
13.6	0.002395755
13.605	0.002424602
13.61	0.001000488
13.615	-0.00166056
13.62	-0.004869367
13.625	-0.008046698
13.63	-0.010709276
13.635	-0.012133796
13.64	-0.011598854
13.645	-0.009136749
13.65	-0.005660997
13.655	-0.002227044
13.66	0.000616621
13.665	0.002698817
13.67	0.003651691
13.675	0.002920049
13.68	0.000361126
13.685	-0.003242332
13.69	-0.006318152
13.695	-0.00727132
13.7	-0.005263096
13.705	-0.000692028
13.71	0.00478733
13.715	0.009048888
13.72	0.010673455
13.725	0.00957934
13.73	0.007025197
13.735	0.004830658
13.74	0.004128678
13.745	0.004766001
13.75	0.005761993
13.755	0.006292147
13.76	0.006148513
13.765	0.005201006
13.77	0.002907946
13.775	-0.001233825
13.78	-0.006736188
13.785	-0.011852054
13.79	-0.014583984
13.795	-0.014030264
13.8	-0.010796465
13.805	-0.006313578
13.81	-0.001924948
13.815	0.001426861
13.82	0.003214476
13.825	0.003525599
13.83	0.003127147
13.835	0.003147342
13.84	0.004478218
13.845	0.007150189
13.85	0.010094984
13.855	0.011710108
13.86	0.010925706
13.865	0.007751454
13.87	0.002855133
13.875	-0.00318571
13.88	-0.010045634
13.885	-0.017135494
13.89	-0.02307964
13.895	-0.026030045
13.9	-0.0247067
13.905	-0.019328954
13.91	-0.011847641
13.915	-0.0050503
13.92	-0.000956922
13.925	0.000155182
13.93	-0.00049576
13.935	-0.001169828
13.94	-0.000424761
13.945	0.00248004
13.95	0.007521896
13.955	0.013822755
13.96	0.019748059
13.965	0.023689992
13.97	0.02498164
13.975	0.024068613
13.98	0.021713362
13.985	0.018084054
13.99	0.013025568
13.995	0.006871845
14	0.000608335
14.005	-0.004449902
14.01	-0.007038521
14.015	-0.006425679
14.02	-0.002873825
14.025	0.002127959
14.03	0.006196356
14.035	0.007099586
14.04	0.00398645
14.045	-0.00206139
14.05	-0.008743004
14.055	-0.013800452
14.06	-0.015926442
14.065	-0.015181208
14.07	-0.012814128
14.075	-0.010516122
14.08	-0.009348024
14.085	-0.009013698
14.09	-0.008316005
14.095	-0.00630391
14.1	-0.002941746
14.105	0.000830399
14.11	0.003544544
14.115	0.003994947
14.12	0.001773631
14.125	-0.002668234
14.13	-0.008323298
14.135	-0.014037207
14.14	-0.018752901
14.145	-0.021712915
14.15	-0.022702989
14.155	-0.022148951
14.16	-0.020664426
14.165	-0.018476886
14.17	-0.015431562
14.175	-0.01134415
14.18	-0.006433318
14.185	-0.001344331
14.19	0.003452053
14.195	0.008012528
14.2	0.012396075
14.205	0.016064715
14.21	0.01814876
14.215	0.01838516
14.22	0.017765277
14.225	0.017874379
14.23	0.019425454
14.235	0.021692319
14.24	0.02325341
14.245	0.022977234
14.25	0.020563192
14.255	0.016626321
14.26	0.012367744
14.265	0.009039004
14.27	0.007530698
14.275	0.007911045
14.28	0.009069942
14.285	0.009307162
14.29	0.007602763
14.295	0.004194473
14.3	0.000148664
14.305	-0.003269425
14.31	-0.005196801
14.315	-0.005723848
14.32	-0.005878887
14.325	-0.00691707
14.33	-0.009376459
14.335	-0.012552461
14.34	-0.014906733
14.345	-0.015169576
14.35	-0.013167246
14.355	-0.009837362
14.36	-0.006523364
14.365	-0.004136884
14.37	-0.002925007
14.375	-0.002689454
14.38	-0.002905906
14.385	-0.002808944
14.39	-0.001907433
14.395	-0.000279306
14.4	0.001553052
14.405	0.002894759
14.41	0.003401812
14.415	0.003429938
14.42	0.003806158
14.425	0.0051719
14.43	0.007331318
14.435	0.009161422
14.44	0.009400632
14.445	0.007733724
14.45	0.004969147
14.455	0.002285783
14.46	0.000594872
14.465	0.000320781
14.47	0.001222087
14.475	0.002413208
14.48	0.002956708
14.485	0.002423066
14.49	0.000864415
14.495	-0.001599985
14.5	-0.004898075
14.505	-0.008583155
14.51	-0.011681431
14.515	-0.013140098
14.52	-0.012453321
14.525	-0.009833511
14.53	-0.006136187
14.535	-0.002870025
14.54	-0.001726342
14.545	-0.003572951
14.55	-0.007697593
14.555	-0.012062039
14.56	-0.014364426
14.565	-0.013212321
14.57	-0.008689384
14.575	-0.002121376
14.58	0.004561936
14.585	0.009505476
14.59	0.011647361
14.595	0.011060445
14.6	0.008499678
14.605	0.00484171
14.61	0.001058687
14.615	-0.00180814
14.62	-0.003003152
14.625	-0.002421316
14.63	-0.000457169
14.635	0.002357096
14.64	0.005407138
14.645	0.008069777
14.65	0.009867906
14.655	0.010462986
14.66	0.009572206
14.665	0.007191912
14.67	0.00374224
14.675	-7.16e-05
14.68	-0.003310216
14.685	-0.00497976
14.69	-0.004567457
14.695	-0.002447043
14.7	0.000266466
14.705	0.002443518
14.71	0.003753945
14.715	0.004755065
14.72	0.006226242
14.725	0.008454283
14.73	0.011092518
14.735	0.013469538
14.74	0.014759487
14.745	0.014095056
14.75	0.011053088
14.755	0.00613163
14.76	0.00046169
14.765	-0.004891406
14.77	-0.009352655
14.775	-0.012915292
14.78	-0.015767409
14.785	-0.017809598
14.79	-0.018670218
14.795	-0.018010612
14.8	-0.015900059
14.805	-0.012809126
14.81	-0.00921905
14.815	-0.005437624
14.82	-0.001610163
14.825	0.002247098
14.83	0.005855828
14.835	0.008232801
14.84	0.008214547
14.845	0.005596478
14.85	0.001558976
14.855	-0.001979672
14.86	-0.003452552
14.865	-0.002493387
14.87	1.8e-05
14.875	0.00272123
14.88	0.00466741
14.885	0.005597791
14.89	0.005716486
14.895	0.005493449
14.9	0.005484737
14.905	0.005961972
14.91	0.00680264
14.915	0.007732814
14.92	0.008574434
14.925	0.009449385
14.93	0.010642718
14.935	0.012107188
14.94	0.013159674
14.945	0.012859544
14.95	0.010790241
14.955	0.00734296
14.96	0.003315563
14.965	-0.00059759
14.97	-0.004054037
14.975	-0.007019013
14.98	-0.00962063
14.985	-0.011995774
14.99	-0.014137083
14.995	-0.015732217
15	-0.016272664
15.005	-0.015473691
15.01	-0.01347872
15.015	-0.010614193
15.02	-0.007108608
15.025	-0.003242275
15.03	0.000389565
15.035	0.003005068
15.04	0.003953134
15.045	0.002880202
