"event","channel","filtering","station","epidistance","station_latitude","station_longitude","Vs_30_value","site_type_binary","groundmotion","amplitude","component","groundmotion_bis","filtering_bis"
"dudley","Bchan","f10Hz","AEU",229.6,52.6202,1.2347,500,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","ESK",317,55.3165,-3.2052,2000,"Rock","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","CCA",337,50.1866,-5.2277,845,"Rock","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","TFO",2.532,51.1135,1.1409,480,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","APAE",135.476,52.3006,1.4782,300,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.004058485,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","Res_Sa_3_s",0.003533256,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","MCH",305.84,51.9973,-2.9983,900,"Rock","Res_Sa_3_s",0.00380204,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","STNC",320.292,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",0.012347917,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","SWN1",212.156,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",0.033123752,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","WOL",168.65,51.31,-1.22,500,"Soil","Res_Sa_3_s",0.021493082,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","CWF",98.558,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.114453582,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","EDI",335.945,55.9233,-3.1875,900,"Rock","Res_Sa_3_s",0.012356905,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","ESK",283.587,55.3165,-3.2052,2000,"Rock","Res_Sa_3_s",0.014020307,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","GAL1",329.548,54.8663,-4.7113,390,"Soil","Res_Sa_3_s",0.02547595,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","HLM1",197.485,52.5183,-2.8807,1000,"Rock","Res_Sa_3_s",0.111703908,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","HPK",105.698,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",0.174765727,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","MCH1",238.517,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.016366365,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","STNC",129.866,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",0.15307864,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","SWN1",232.523,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",0.124695705,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","WLF1",271.089,53.2893,-4.3967,2500,"Rock","Res_Sa_3_s",0.135123439,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Bchan","f10Hz","ESKII",283.595,55.3167,-3.205,900,"Rock","Res_Sa_3_s",0.013947196,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","CCA1",201.621,50.1867,-5.2273,845,"Rock","Res_Sa_3_s",0.010928535,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.004184295,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","Res_Sa_3_s",0.015877364,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","Res_Sa_3_s",0.017543601,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","Res_Sa_3_s",0.016598219,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",0.012124224,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","Res_Sa_3_s",0.00711717,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","Res_Sa_3_s",0.009157116,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","Res_Sa_3_s",0.015204433,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","Res_Sa_3_s",0.015697417,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.0060392,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","Res_Sa_3_s",0.02027709,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","Res_Sa_3_s",0.114385441,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","Res_Sa_3_s",0.02085207,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",0.030097279,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","Res_Sa_3_s",0.037271657,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",0.059279419,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","Res_Sa_3_s",0.014290939,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","WACR",322.317,52.7246,0.6266,466,"Soil","Res_Sa_3_s",0.00504801,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","Res_Sa_3_s",0.013897915,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","FOEL",131.571,52.8879,-3.2012,760,"Soil","Res_Sa_3_s",0.010801395,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","LLW",120.612,52.8492,-3.665,900,"Rock","Res_Sa_3_s",0.008846583,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","SBD",146.777,50.5653,-4.6856,900,"Rock","Res_Sa_3_s",0.022779381,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","f10Hz","WOL",188.163,51.31,-1.22,500,"Soil","Res_Sa_3_s",0.019985807,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"dudley","Bchan","f25Hz","HBL2",79.95,52.0509,-3.0365,760,"Soil","Res_Sa_3_s",0.04455,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","KEY2",82.64,52.879,-1.077,550,"Soil","Res_Sa_3_s",0.59265,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","SWN",115.65,51.5137,-1.8007,500,"Soil","Res_Sa_3_s",0.06075,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","Res_Sa_3_s",0.1188,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","WOL",150.2,51.31,-1.22,500,"Soil","Res_Sa_3_s",0.0054,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","AEU",229.6,52.6202,1.2347,500,"Soil","Res_Sa_3_s",0.10395,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","Res_Sa_3_s",0.00675,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","Res_Sa_3_s",0.00675,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","ESK",317,55.3165,-3.2052,2000,"Rock","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f25Hz","CCA",337,50.1866,-5.2277,845,"Rock","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","TFO",2.532,51.1135,1.1409,480,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","APAE",135.476,52.3006,1.4782,300,"Soil","Res_Sa_3_s",NA,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.004064346,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","Res_Sa_3_s",0.003535789,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","MCH",305.84,51.9973,-2.9983,900,"Rock","Res_Sa_3_s",0.003801805,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","STNC",320.292,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",0.01234874,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","SWN1",212.156,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",0.03311997,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","f35Hz","WOL",168.65,51.31,-1.22,500,"Soil","Res_Sa_3_s",0.021541239,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Bchan","f25Hz","ESKII",283.595,55.3167,-3.205,900,"Rock","Res_Sa_3_s",0.014013917,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","CWF",98.558,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.119185358,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","EDI",335.945,55.9233,-3.1875,900,"Rock","Res_Sa_3_s",0.012361551,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","ESK",283.587,55.3165,-3.2052,2000,"Rock","Res_Sa_3_s",0.014032525,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","GAL1",329.548,54.8663,-4.7113,390,"Soil","Res_Sa_3_s",0.025472543,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","HLM1",197.485,52.5183,-2.8807,1000,"Rock","Res_Sa_3_s",0.111676999,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","HPK",105.698,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",0.173949487,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","MCH1",238.517,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.016403418,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","STNC",129.866,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",0.153530429,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","SWN1",232.523,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",0.124666703,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","f35Hz","WLF1",271.089,53.2893,-4.3967,2500,"Rock","Res_Sa_3_s",0.135446809,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","FOEL",131.571,52.8879,-3.2012,760,"Soil","Res_Sa_3_s",0.010801638,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","LLW",120.612,52.8492,-3.665,900,"Rock","Res_Sa_3_s",0.009067366,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","SBD",146.777,50.5653,-4.6856,900,"Rock","Res_Sa_3_s",0.022710448,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","f25Hz","WOL",188.163,51.31,-1.22,500,"Soil","Res_Sa_3_s",0.020049387,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","CCA1",201.621,50.1867,-5.2273,845,"Rock","Res_Sa_3_s",0.010923346,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.004247283,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","Res_Sa_3_s",0.016160045,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","Res_Sa_3_s",0.017794331,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","Res_Sa_3_s",0.016608094,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",0.01212996,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","Res_Sa_3_s",0.007113079,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","Res_Sa_3_s",0.009156624,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","Res_Sa_3_s",0.015265046,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","Res_Sa_3_s",0.015708053,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.006238757,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","Res_Sa_3_s",0.020831749,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","Res_Sa_3_s",0.115157491,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","Res_Sa_3_s",0.021418288,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",0.029982572,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","Res_Sa_3_s",0.037344303,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",0.05928155,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","Res_Sa_3_s",0.014248398,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WACR",322.317,52.7246,0.6266,466,"Soil","Res_Sa_3_s",0.005046773,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","f35Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","Res_Sa_3_s",0.013911629,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"dudley","Bchan","f10Hz","HBL2",79.95,52.0509,-3.0365,760,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","KEY2",82.64,52.879,-1.077,550,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","SWN",115.65,51.5137,-1.8007,500,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","LDU",147.5,53.8058,-1.554,1000,"Rock","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","WOL",150.2,51.31,-1.22,500,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","AEU",229.6,52.6202,1.2347,500,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BBO",255.16,54.7367,-3.2464,500,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BTA",266.4,54.9057,-2.6844,500,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BNA",287.43,54.9658,-3.6242,900,"Rock","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","BHH",293.34,55.0931,-3.2181,500,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","ESK",317,55.3165,-3.2052,2000,"Rock","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"dudley","Bchan","f10Hz","CCA",337,50.1866,-5.2277,845,"Rock","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","TFO",2.532,51.1135,1.1409,480,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","APAE",135.476,52.3006,1.4782,300,"Soil","arias_ew_g",NA,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","CWF",249.562,52.7385,-1.3077,1050,"Rock","arias_ew_g",8.36e-10,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","HLM1",320.795,52.5183,-2.8807,1000,"Rock","arias_ew_g",8.15e-10,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","MCH",305.84,51.9973,-2.9983,900,"Rock","arias_ew_g",3.76e-10,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","STNC",320.292,53.0913,-2.2062,760,"Soil","arias_ew_g",2.1e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","SWN1",212.156,51.5132,-1.8003,503,"Soil","arias_ew_g",3.59e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","f10Hz","WOL",168.65,51.31,-1.22,500,"Soil","arias_ew_g",2.29e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","CWF",98.558,52.7385,-1.3077,1050,"Rock","arias_ew_g",5.26e-06,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","EDI",335.945,55.9233,-3.1875,900,"Rock","arias_ew_g",5.61e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","ESK",283.587,55.3165,-3.2052,2000,"Rock","arias_ew_g",2.2e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","GAL1",329.548,54.8663,-4.7113,390,"Soil","arias_ew_g",5.23e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","HLM1",197.485,52.5183,-2.8807,1000,"Rock","arias_ew_g",1.74e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","HPK",105.698,53.9582,-1.6242,760,"Soil","arias_ew_g",1.68e-05,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","MCH1",238.517,51.9973,-2.9983,760,"Soil","arias_ew_g",2.09e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","STNC",129.866,53.0913,-2.2062,760,"Soil","arias_ew_g",2.21e-06,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","SWN1",232.523,51.5132,-1.8003,503,"Soil","arias_ew_g",9.24e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","f10Hz","WLF1",271.089,53.2893,-4.3967,2500,"Rock","arias_ew_g",4.12e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Bchan","f10Hz","ESKII",283.595,55.3167,-3.205,900,"Rock","arias_ew_g",1.12e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","CCA1",201.621,50.1867,-5.2273,845,"Rock","arias_ew_g",1.58e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","CWF",203.162,52.7385,-1.3077,1050,"Rock","arias_ew_g",2.36e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","DYA",148.651,50.4353,-3.931,1050,"Rock","arias_ew_g",1.37e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HLM1",105.624,52.5183,-2.8807,1000,"Rock","arias_ew_g",2.11e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HMNX",307.276,50.8673,0.3363,900,"Rock","arias_ew_g",2.56e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HPK",285.214,53.9582,-1.6242,760,"Soil","arias_ew_g",6.33e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","HTL",97.597,50.9943,-4.4848,1000,"Rock","arias_ew_g",1.61e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","KESW",317.409,54.5887,-3.1048,900,"Rock","arias_ew_g",3.04e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","LBWR",230.895,53.4015,-1.7247,900,"Rock","arias_ew_g",4.85e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","LMK",302.498,53.4573,-0.3274,900,"Rock","arias_ew_g",3.39e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","MCH1",62.602,51.9973,-2.9983,760,"Soil","arias_ew_g",4.45e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","MONM",71.175,51.8392,-2.8042,760,"Soil","arias_ew_g",5.35e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","OLDB",89.287,51.6605,-2.5502,180,"Soil","arias_ew_g",2.74e-06,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","RSBS",66.224,51.9528,-4.7448,760,"Soil","arias_ew_g",1.24e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","STNC",183.884,53.0913,-2.2062,760,"Soil","arias_ew_g",1.73e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","STRD",115.098,51.7758,-2.1625,600,"Soil","arias_ew_g",1.2e-06,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","SWN1",143.375,51.5132,-1.8003,503,"Soil","arias_ew_g",4.63e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","TGGS",145.146,50.477,-3.5536,759,"Soil","arias_ew_g",8.98e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","WACR",322.317,52.7246,0.6266,466,"Soil","arias_ew_g",7.07e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","f10Hz","WLF1",173.39,53.2894,-4.3966,2500,"Rock","arias_ew_g",7.25e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
