"event","channel","filtering","station","epidistance","station_latitude","station_longitude","Vs_30_value","site_type_binary","groundmotion","amplitude","component","groundmotion_bis","filtering_bis"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_1_s",91.0918316093103,"resultant","Sa(T=1s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_1_s",6.23944151252691,"resultant","Sa(T=1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_1_s",13.6692350828841,"resultant","Sa(T=1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_1_s",7.10977455311063,"resultant","Sa(T=1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_1_s",42.4519645051609,"resultant","Sa(T=1s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_1_s",90.8402041756528,"resultant","Sa(T=1s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",0.962517932530692,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Res_Sa_2_s",1.33485739873708,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",0.746160550773303,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Res_Sa_2_s",2.18676211478255,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Res_Sa_2_s",4.90384992914112,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",0.963620717020548,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Res_Sa_2_s",1.3348605970625,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",0.746311894155594,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Res_Sa_2_s",2.18662292636909,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Res_Sa_2_s",4.90432508243462,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",29.9953702179581,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",4.88073464612029,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",30.7021610209229,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",4.91142980528305,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",30.1141145841584,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Res_Sa_2_s",43.8815080434508,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",4.88503491689006,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Res_Sa_2_s",49.6275108903286,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Res_Sa_2_s",40.7929909888655,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",30.9065306376927,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Res_Sa_2_s",43.9998653062505,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",4.91745315002808,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Res_Sa_2_s",49.7525156791169,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Res_Sa_2_s",40.7981094463367,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",1.0677638556211,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_2_s",4.3040552905502,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",1.32729521577267,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_2_s",11.5574250437237,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_2_s",11.0718656833253,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",1.08458938190738,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_2_s",4.30790548558001,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",1.36359057470476,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_2_s",11.5607716030294,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_2_s",11.0981713248879,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",1.0811937509349,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_2_s",4.30690678563043,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",1.34630558111228,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_2_s",11.4985685048345,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_2_s",11.0944464173111,"resultant","Sa(T=2s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_2_s",1.1105603598185,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_2_s",4.30982151079748,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_2_s",1.37220385818898,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_2_s",11.4978884445102,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_2_s",11.11461271008,"resultant","Sa(T=2s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.405848460398042,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",0.473908031786846,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.38020401646072,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",1.23479165013968,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",3.31237518096698,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.406434619751112,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",0.474031109645181,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.38018049670267,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",1.23487398086396,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",3.31199695491207,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",11.3831124144195,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",1.62932689615705,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",11.7783031302579,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",1.63199576144555,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",11.4443700602458,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",17.476707952963,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",1.6366128052346,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",15.3083491136216,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",12.4692260344141,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",11.9174597617101,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",17.3949916057734,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",1.64031794400649,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",15.3534757181569,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",12.4663258263542,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.418239098068857,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",1.21090602029472,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.595113953365477,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",3.02403535953855,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",5.92278214953493,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.418328313954972,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",1.21544763401743,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.616317677643551,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",3.01484787031647,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",5.91652049549278,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.41842946444482,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",1.21242242416187,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.603920014356935,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",3.00972787789383,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",5.92794185800268,"resultant","Sa(T=3s)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","Res_Sa_3_s",0.424728337012353,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","Res_Sa_3_s",1.21299604844886,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","Res_Sa_3_s",0.623875743747024,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","Res_Sa_3_s",2.99825719462537,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","Res_Sa_3_s",5.92815497074497,"resultant","Sa(T=3s)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","arias_ew_g",8.35648766181391e-10,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","arias_ew_g",1.38598953872974e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","arias_ew_g",3.75977273038149e-10,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","arias_ew_g",2.09521080676562e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","arias_ew_g",3.58858506004146e-09,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","arias_ew_g",1.83750741724254e-09,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","arias_ew_g",1.6864824699984e-09,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","arias_ew_g",5.2885304598153e-10,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","arias_ew_g",2.94748359962588e-09,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","arias_ew_g",3.86809923131684e-09,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","arias_ew_g",5.14791264812054e-06,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","arias_ew_g",2.05214391057941e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","arias_ew_g",1.01813738693653e-05,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"rasen","Bchan","25Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","arias_ew_g",3.02956417934401e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"rasen","Hchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","arias_ew_g",5.25684546230309e-06,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","arias_ew_g",1.68296564140015e-05,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","arias_ew_g",2.09142293499546e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","arias_ew_g",2.20589240758126e-06,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","10Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","arias_ew_g",9.23755983482588e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Hchan","35Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","arias_ew_g",1.27177034503671e-05,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","HPK",105.701,53.9582,-1.6242,760,"Soil","arias_ew_g",2.13365483581782e-05,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","arias_ew_g",3.29408598432739e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","STNC",129.869,53.0913,-2.2062,760,"Soil","arias_ew_g",3.14818642187232e-06,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"rasen","Hchan","35Hz","SWN1",232.518,51.5132,-1.8003,503,"Soil","arias_ew_g",9.86044172916325e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Bchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","arias_ew_g",2.30821392259655e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","arias_ew_g",6.23337520853339e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","arias_ew_g",4.28975651660948e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","arias_ew_g",1.7339846345241e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Bchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","arias_ew_g",4.57042686224955e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Bchan","25Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","arias_ew_g",6.90901194906939e-08,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","arias_ew_g",6.91278319236288e-08,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","arias_ew_g",1.5361734233443e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","arias_ew_g",2.24849268758236e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Bchan","25Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","arias_ew_g",5.35123488337217e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Hchan","10Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","arias_ew_g",2.36281798197724e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","arias_ew_g",6.33396984941887e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","arias_ew_g",4.4509315185957e-08,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","arias_ew_g",1.73172718821957e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","10Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","arias_ew_g",4.62985816798867e-07,"East-West","Arias intensity (g)","low frequency filtering (10 Hz)"
"swansea","Hchan","35Hz","CWF",203.161,52.7385,-1.3077,1050,"Rock","arias_ew_g",8.64758809257577e-08,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","HPK",285.216,53.9582,-1.6242,760,"Soil","arias_ew_g",7.17778644185608e-08,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","MCH1",62.603,51.9973,-2.9983,760,"Soil","arias_ew_g",1.86722224331828e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","STNC",183.88,53.0913,-2.2062,760,"Soil","arias_ew_g",2.3388424785541e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"swansea","Hchan","35Hz","SWN1",143.377,51.5132,-1.8003,503,"Soil","arias_ew_g",5.62218242085134e-07,"East-West","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","10Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","arias_ns_g",7.36625177241586e-10,"North-South","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","arias_ns_g",1.76684223063903e-09,"North-South","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","arias_ns_g",3.8179073682584e-10,"North-South","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","arias_ns_g",1.71719208661873e-09,"North-South","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","10Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","arias_ns_g",4.70525310790398e-09,"North-South","Arias intensity (g)","low frequency filtering (10 Hz)"
"folkestone","Hchan","35Hz","CWF",249.564,52.7385,-1.3077,1050,"Rock","arias_ns_g",1.36404873757795e-09,"North-South","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","HPK",370.225,53.9582,-1.6242,760,"Soil","arias_ns_g",1.99334454698408e-09,"North-South","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","MCH1",305.837,51.9973,-2.9983,760,"Soil","arias_ns_g",5.70051715698429e-10,"North-South","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","STNC",320.291,53.0913,-2.2062,760,"Soil","arias_ns_g",2.56494885471074e-09,"North-South","Arias intensity (g)","high frequency filtering (35 Hz)"
"folkestone","Hchan","35Hz","SWN1",212.155,51.5132,-1.8003,503,"Soil","arias_ns_g",4.97621317365374e-09,"North-South","Arias intensity (g)","high frequency filtering (35 Hz)"
"rasen","Bchan","10Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","arias_ns_g",2.72078242777567e-06,"North-South","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Bchan","10Hz","MCH1",238.518,51.9973,-2.9983,760,"Soil","arias_ns_g",2.07958587427333e-07,"North-South","Arias intensity (g)","low frequency filtering (10 Hz)"
"rasen","Bchan","25Hz","CWF",98.559,52.7385,-1.3077,1050,"Rock","arias_ns_g",6.56963238299801e-06,"North-South","Arias intensity (g)","high frequency filtering (35 Hz)"
